Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv,GAL,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group_2,brickid,brickname,objid,type,ebv_2,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,FUV,NUV
170,4,0.081006,230.1988059847707,30.45536469076909,0.7277907015174083,0.6830835330462399,17.368,1.6866,18.0502,1.9736,0.0,0.0,19.4057,2.5438,0.0314,0.0035,0.0254,0.0027,0.0,0.0,0.0671,0.0068,16.642402745930024,15.803945546912004,,15.193009704903199,0.022539776,603r,0.0166666666666666,,6.944116730049329,15.384658364439169,30.717935116325307,552.3914787299947,552.7347858804418,38.82975071051586,40.32175639109696,15.827067939996711,16.35205673786621,0.5597783467466158,-2.007857630564766,0.2023481543771312,-0.051911647369353,0.2724522650241852,3.228875030198579,0.0535112162223656,0.0280479388801978,0.0088832487309644,0.0060582995337361,0.0218881855346686,0.0868250322898927,0.3676281908715076,0.2161315582994191,13.929075313225283,1.0632849183115678,319.5435993414932,320.1226745054935,0.081635620094279,1.043548677495022,0.0,0.0,0.27,0.3462954865095246,1.4360499,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5725.0,22.2,257.7,0.0,3.0,0.03972,0.0054700002074241,7.3,0.0,3.0,50.0,4.2,7.3,19.1,0.0,0.0,0.0,0.0,170,498973,2302p305,2460,REX,0.022539776,253.91853,503.81522,0.0,842.4026,1.488821,1.4360499,0.0,1.1129484,1.0,0.0,3.6024342,218901.98,0.0,0.0,0.0,0.0,16.488264,15.744322,Infinity,15.186201,15.360735,15.837771,14.431102,14.387178,0.74394226,Infinity,0.5581207,Infinity,19.9709,19.1758
170,3,0.080169,230.1779676599777,30.4613786498883,0.5913336482062093,0.5783249897595582,14.8708,0.6379,14.5983,0.7912,0.0,0.0,14.0569,1.0959,0.0234,0.0021,0.0223,0.002,0.0,0.0,0.0541,0.0057,17.72809507948449,17.131031734109936,,16.67591848735991,0.0225059,604r,0.0166666666666666,,6.250975179117966,11.915246794463435,18.73026064316336,129.29981381009387,129.12699226861756,24.36354589533269,28.63556809154357,11.914948091653423,14.212623590764789,0.4270895800280704,-1.6830043089369624,-0.6795845927677364,-0.1381189147144481,0.2404736876487732,2.3829802322495035,-0.0074954965440895,-0.0163703705332333,0.0146862483311081,0.0400221859159618,0.0334558000478439,-0.0015379602943715,0.2644840223289543,0.1157192896216845,12.924759492464544,0.4387605511198961,319.6058719874546,320.7913518194399,0.3114126752541751,1.961047365962561,0.0,0.0,0.27,0.3462954865095246,1.5564418,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1716.0,26.1,65.7,0.0,3.0,0.05216,0.0055100000463426,9.5,0.0,3.0,50.0,4.5,9.5,20.0,0.0,0.0,0.0,0.0,170,498973,2302p305,2087,SER,0.0225059,87.19878,145.48889,0.0,211.21143,1.586755,1.5564418,0.0,1.2286484,0.8043092,93431.78,3.8944628,137653.98,0.12310106,1703537.8,0.1455434,1971360.8,17.648724,17.092926,Infinity,16.688206,17.024948,17.470482,15.261323,14.667549,0.5557976,Infinity,0.4047203,Infinity,20.0762,19.5989
170,2,0.031084,230.1592807323631,30.47167968523914,,0.5182632893023609,14.0293,0.6771,14.4971,0.7944,0.0,0.0,15.4266,1.0276,0.0062,6.0E-4,0.0063,6.0E-4,0.0,0.0,0.0162,0.0015,,,,,0.022357415,605r,0.0166666666666666,,6.635219479522321,12.838475126350604,24.292825282128888,508.8277571116892,507.08892681834106,31.37265425697689,32.90637163000079,13.25258420400092,14.28920991266548,0.588437796900533,-1.4960470884944643,-0.010472273015698,0.0476028736307971,0.384037971496582,2.8181136682596977,0.1397038649334054,0.0469899032345706,0.0513141426783479,0.068028491584551,0.1940948182738884,0.0533292051611311,0.4554113309383399,0.3056785545555459,14.17215283604038,0.6934194444870834,321.6283803936878,318.3470672474234,0.1045857202595619,2.756254494645571,0.0,0.0,0.27,0.3462954865095246,1.5564418,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3458.0,26.1,132.5,0.0,3.0,0.05854,0.0052299997769296,11.2,0.0,3.0,50.0,4.4,11.2,43.3,0.0,0.0,0.0,0.0,170,498973,2302p305,5533,DUP,0.022357415,0.0,0.0,0.0,0.0,1.586755,1.5564418,0.0,1.1724006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,17.7717,17.3687
170,1,0.081006,230.157390605461,30.47844068127143,0.5227696714747623,0.5372603900012844,6.3069,1.6527,5.7624,1.7701,0.0,0.0,4.6805,2.0034,0.0148,0.0099,0.0101,0.0071,0.0,0.0,0.0208,0.0177,18.384905558406572,17.740460334079174,,17.230835932767942,0.022253089,606r,0.0166666666666666,,2.861667631911565,5.629349311963491,10.07401514166112,76.34408443319771,76.47016101306255,12.64135831904242,13.977834132861313,5.8609910991055285,6.564616327975588,0.4970806707246807,-1.7493871576688311,-0.2871253796483302,-0.0780549508985337,0.3305387496948242,2.732917040096219,0.0191790965876645,-0.0105430933830128,0.0026666666666666,0.0,0.012411746548926,0.0155772855190777,0.2349649684815174,0.2848836115146704,5.25478107864499,1.13353000182466,319.9304432339637,320.1765297506703,0.2813919640800205,1.731625286875499,0.0,0.0,0.27,0.3462954865095246,1.5564418,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,743.0,26.1,28.5,0.0,3.0,0.0408,0.0050800000317394,8.0,0.0,3.0,50.0,3.9,8.0,26.1,0.0,0.0,0.0,0.0,170,498973,2302p305,1673,SER,0.022253089,48.276676,83.28989,0.0,127.25269,1.586755,1.5564418,0.0,1.1724006,1.9726863,6977.506,1.5396966,157343.55,0.17552026,582452.2,0.08899895,395165.3,18.290657,17.698519,Infinity,17.238333,17.391472,17.757915,15.376624,14.797459,0.5921383,Infinity,0.460186,Infinity,20.1987,19.935
171,3,0.112833,230.9601570421855,2.672556271922697,0.6634607321693942,0.7390879861251065,11.1395,6.8774,9.6355,6.3003,8.2006,5.7497,6.6472,5.1536,0.1639,0.0782,0.0949,0.0472,0.0612,0.0392,0.1051,0.0642,18.244091737843572,17.441742432118026,16.982307971976063,16.77245604902817,0.044658124,468r,0.0166666666666666,,3.050795837464705,6.59837243534473,13.769926046310264,103.01273366723947,100.33868328458443,16.84529248956717,19.212536661905265,8.089997865263303,10.387853351763024,0.5488609563893763,-1.8739000082452943,0.0554744398414017,-0.0440997543206134,0.2839569449424743,3.272592313252874,0.0205021829212845,0.0304531321428938,0.0102339181286549,0.0024937333621877,0.022791744777622,0.0969274026926211,0.4617016681431586,0.2365506905049577,5.167920374419404,1.9333994200961853,319.8336288053279,319.9369579773534,0.1768171605324872,2.839203392873499,0.0,0.0,0.27,0.3462954865095246,1.7112561,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1380.0,31.5,43.7,0.0,3.0,0.02841,0.0046500000171363,6.1,0.0,3.0,50.0,3.8,6.1,15.0,0.0,0.0,0.0,0.0,171,347131,2308p027,5294,SER,0.044658124,57.833878,110.06147,160.75978,194.97057,1.2809314,1.7112561,1.0988219,1.1856784,5.1959915,2736.6465,2.1226244,51064.406,-0.15475333,352636.4,0.09820186,284084.78,18.094543,17.395912,16.984556,16.775078,16.780815,17.17745,15.300399,15.225592,0.6986313,0.41135597,0.62083435,0.20947838,19.9275,20.1796
171,2,0.020865,230.9415084439488,2.67026416322864,-0.19673834702027193,-0.26607718789076884,13.4541,2.1125,13.8775,1.9715,14.2815,1.837,14.7188,1.6914,0.0185,0.0033,0.0118,0.0021,0.0171,0.0024,0.0289,0.0039,16.382538329042028,15.946439339434708,15.685919096558038,15.583887627465968,0.045394827,469r,0.0166666666666666,,5.177414436567377,10.983639621282546,22.54356216963826,420.1768011217071,421.28010679873177,27.83876592218267,36.07736622943614,12.307189873805816,16.008544398680574,0.5536100137680893,-1.8946641959051655,0.0933718559143219,-0.0422844096004097,0.3346700370311737,3.194548054180198,-0.0054119389286511,0.0286845667833704,0.0033370411568409,0.0029074795452218,0.025485063870952,-0.2805242122715623,0.3156846160212045,0.2724786001265613,12.972313615723992,1.4165101404451916,320.07504727652247,320.0910115363895,0.3955848234882281,2.680799831799792,2.0,0.0,0.27,0.3462954865095246,1.7112561,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4161.0,31.5,131.9,0.0,3.0,0.03646,0.0046600000932812,7.8,0.0,3.0,50.0,4.2,7.8,22.6,0.0,0.0,0.0,0.0,171,347131,2308p027,4743,SER,0.045394827,283.29575,426.76184,531.46173,586.0666,1.2809314,1.7112561,1.0988219,1.1856784,2.0524116,144599.47,3.6311536,408064.75,-0.15963748,3996638.0,0.18188371,4689091.5,16.3694,15.924536,15.68632,15.580132,15.984084,16.466314,15.498917,14.464247,0.44486427,0.23821545,0.34440327,0.10618782,18.2604,17.8774
171,1,0.052511,230.9219656491059,2.666691082692337,1.1286275432720263,1.1485686867915454,34.382,1.2023,31.7543,1.4562,29.2472,1.6983,26.5332,1.9605,0.0236,0.0012,0.0149,8.0E-4,0.0196,0.0013,0.0329,0.0022,16.09820212631791,15.243989795071887,14.814963505358941,14.523270407087502,0.04530542,470r,0.0166666666666666,,8.411688174530282,18.382490595621025,34.268069524112555,765.6964008777963,762.3965638630033,42.16207273826806,65.20351519173691,20.11916538548426,30.10567227179962,0.5297095756785931,-1.850136173698548,-0.0557932320178702,-0.0597564482222909,0.326266884803772,3.0500323726986798,0.0849604718963945,0.0170096013014099,0.0118015414258188,0.0954509762925845,0.0139194936165221,0.0909900917805017,0.2248060716227966,0.240275166773496,26.441019293362857,0.8948323479869721,320.11628224838927,320.0228260185426,0.6388541654404675,2.687372712633384,0.0,0.0,0.27,0.3462954865095246,1.7507322,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,7667.0,33.0,232.2,0.0,3.0,0.03843,0.0046700001694262,8.2,0.0,3.0,50.0,4.5,8.2,30.1,0.0,0.0,0.0,0.0,171,347131,2308p027,4233,SER,0.04530542,403.93533,836.04785,1227.0391,1575.5197,1.4897548,1.7507322,1.0988219,1.1856784,1.4077471,663265.9,8.272773,2370703.8,-0.2774887,1.5905495E7,0.37366948,2.256386E7,15.984221,15.194422,14.777854,14.50644,14.439732,14.805455,12.708774,12.16573,0.78979874,0.4165678,0.6879816,0.2714138,18.5942,18.0459
171,4,0.112916,230.961707942046,2.665967989545834,1.248976602397935,1.2371128715330766,6.6138,2.1561,7.0061,2.3761,7.3804,2.586,7.7856,2.8133,0.0167,0.0084,0.0155,0.0066,0.0272,0.0107,0.0433,0.0171,17.72456593744865,17.2294994857937,16.818158663699577,16.781193174168827,0.04453261,471r,0.0166666666666666,,3.534354304212252,7.154078438338761,13.920203179701634,126.26834473392694,126.788758176389,16.789826681342213,19.177354078875577,7.786444623848233,8.531442583087259,0.5515567206661941,-1.8259418741067448,0.035583486053635,-0.0347647670413054,0.2863961160182953,2.9766774537030187,0.0205408014905867,0.0289263459487855,0.0031298904538341,0.0,0.0297006104564091,-0.0153442456154879,0.2217307138297759,0.2282033469729706,6.153382341480085,1.5456758688118284,320.17405902570965,319.535153914029,0.0845649313813781,1.0136743064753395,1.0,0.0,0.27,0.3462954865095246,1.7507322,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1519.0,33.0,46.0,0.0,3.0,0.0287,0.0046299998648464,6.2,0.0,3.0,50.0,3.7,6.2,19.3,0.0,0.0,0.0,0.0,171,347131,2308p027,5344,SER,0.04453261,83.67416,128.39037,171.67705,186.87407,1.4897548,1.7507322,1.0988219,1.1856784,2.190488,19171.39,1.7191727,1448919.4,-0.030420434,2098362.2,-0.023721304,2126811.5,17.693521,17.228668,16.91322,16.821127,16.865026,17.16464,14.519502,13.59462,0.4648533,0.31544876,0.40754128,0.092092514,20.094,19.1757
176,2,0.026964,238.3772186074645,20.95346383473736,,-0.29604677715114924,6.6431,2.112,7.0224,2.2014,0.0,0.0,7.776,2.3791,0.0088,0.0048,0.0085,0.0039,0.0,0.0,0.0232,0.0092,,,,,0.049369056,799r,0.0166666666666666,,2.719708733222829,5.547539050334385,10.849979988323271,261.66483564194107,263.1130585342619,13.448346160381258,17.14667680300306,6.4453185891996885,8.204660106576656,0.5395535728308772,-1.803500795633916,-0.0393837631128537,-0.0435285734905458,0.5658654570579529,3.00453270673994,0.0650744278154987,0.0046872879244951,0.0,0.0,0.0171513217829639,0.1127554894998808,0.3303757977238102,0.6520265190379184,6.800530323829815,1.797430878141567,320.21177154473867,320.24080832687645,0.4455524480520858,1.237833894233363,0.0,0.0,0.27,0.3462954865095246,1.1825005,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1906.0,15.1,126.5,0.0,3.0,0.03546,0.0052499999292194,6.8,0.0,3.0,50.0,3.7,6.8,24.0,0.0,0.0,0.0,0.0,176,449703,2384p210,4903,DUP,0.049369056,0.0,0.0,0.0,0.0,1.5413404,1.1825005,0.0,1.4129751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,19.4911,18.763
176,3,0.018608,238.378110723174,20.98374316650619,-0.07591766258056865,-0.11405313836633901,32.6438,0.9141,32.0978,0.9682,0.0,0.0,31.0129,1.0757,0.0189,0.0011,0.0179,9.0E-4,0.0,0.0,0.0451,0.0025,16.099577014646222,15.79779604963521,,15.529889731508671,0.050191317,800r,0.0166666666666666,,7.384532853745323,17.924408831271386,33.9641370133609,447.8333935955333,445.4978388549261,40.36621778946087,70.6472447284569,19.83243089968473,33.32395357517468,0.6104009999546661,-1.7381700555457829,0.266036798268825,0.0356913522342556,0.2835133671760559,3.313487785878988,0.2149371119680001,0.0940759747616766,0.0731343283582089,0.2051192468513338,0.0301287853566346,0.356936135004947,0.2379340699703054,0.2565083213146844,26.887568896788665,0.7382941144491271,318.8878796931431,320.072050239706,0.787268209310387,3.1374302217902432,0.0,0.0,0.27,0.3462954865095246,1.168923,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,3982.0,14.7,270.5,0.0,3.0,0.05247,0.0052399998530745,10.0,0.0,3.0,50.0,4.6,10.0,30.0,0.0,0.0,0.0,0.0,176,449703,2384p210,1273,SER,0.050191317,362.5712,488.60138,0.0,614.7678,1.5457312,1.168923,0.0,1.3851007,0.9413778,458821.78,8.256683,4249606.0,-0.68222576,1.6011247E7,-0.008795138,1.9795358E7,16.101517,15.777614,Infinity,15.528222,16.171059,16.66697,15.185963,14.02572,0.32390308,Infinity,0.24939156,Infinity,17.5006,17.2722
176,1,0.01876,238.3661403755266,20.96810893908589,-0.602033597268802,-0.6573910913251648,7.0757,1.0444,7.6221,1.0816,0.0,0.0,8.7076,1.1555,0.0084,0.0029,0.0095,0.0022,0.0,0.0,0.026,0.0064,17.540167733754103,17.3521854670866,,17.287118157631387,0.049851287,801r,0.0166666666666666,,3.4765230530085325,6.62939470059578,11.864018176025892,129.7489285658213,129.5684411778346,14.974499577630093,16.563167258498023,6.799908416140929,7.487034470327162,0.5081691793999271,-1.5308972524351894,-0.3836507660327743,-0.0367072304825635,0.3627408146858215,2.665433449059482,0.1396237730451715,0.010314556668574,0.0019493177387914,0.0,0.2287327666158361,0.0899712630902682,0.1797433329348943,0.286936044381893,6.9082756702293855,0.8833228291720143,315.6190416331492,319.5696900498256,0.2388705156878662,2.9994445341708404,0.0,0.0,0.27,0.3462954865095246,1.168923,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1066.0,14.7,72.4,0.0,3.0,0.04985,0.0053699999116361,9.3,0.0,3.0,50.0,4.2,9.3,28.8,0.0,0.0,0.0,0.0,176,449703,2384p210,1068,SER,0.049851287,95.22704,116.8429,0.0,121.70759,1.5457312,1.168923,0.0,1.3851007,3.75,5972.101,3.1441636,29661.332,-0.10992462,470737.25,0.066180594,383836.28,17.553099,17.330994,Infinity,17.286705,18.415125,18.40366,17.329123,17.968132,0.22210503,Infinity,0.044288635,Infinity,18.4091,18.2403
176,4,0.026964,238.383926488009,20.96404373368178,0.49228146283287444,0.5361315683731807,34.0218,0.8556,33.6164,0.8462,0.0,0.0,32.8109,0.8276,0.0776,0.003,0.0774,0.003,0.0,0.0,0.2015,0.0086,17.48575484929827,17.30135305135531,,17.166205202189303,0.04955087,802r,0.0166666666666666,,10.368345787352366,21.86170746273903,41.583894039385775,135.59012582065833,129.06598090810093,55.14936921099663,72.31757010568583,21.41515057996042,34.15964433174336,0.517366939221922,-1.6291610621644257,-0.2700250347715389,-0.0412601178111524,0.1401188969612121,3.016078414549021,0.0643104591979751,-0.0366084301198761,0.1597633136094674,0.8298952009616916,0.0814565908153549,0.17917092192264,0.43786464879417,0.0462006512657112,26.463965547691974,0.5430728958902717,316.10323028253686,316.95950426939186,0.7167923142243824,0.708712333588615,0.0,0.0,0.27,0.3462954865095246,1.168923,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2626.0,14.7,178.4,0.0,3.0,0.02959,0.0052800001576542,5.6,0.0,3.0,50.0,3.7,5.6,10.4,0.0,0.0,0.0,0.0,176,449703,2384p210,1374,SER,0.04955087,99.98531,123.08599,0.0,135.8109,1.5457312,1.168923,0.0,1.3851007,0.7985126,64245.73,8.43308,54673.402,-0.1789083,637146.0,-0.5041103,1113567.0,17.50016,17.274479,Infinity,17.167664,18.404903,18.863047,,12.303001,0.2256813,Infinity,0.10681534,Infinity,18.2901,18.2047
177,1,0.085506,238.6554753137198,30.10530962117303,,0.629229639676609,22.0759,1.222,21.5682,1.5421,0.0,0.0,20.5596,2.1781,0.0509,0.0043,0.0434,0.0038,0.0,0.0,0.1183,0.0111,,,,,0.033461966,291r,0.0166666666666666,,5.962736114534359,13.22130401211555,24.854165948223145,150.69080039285876,150.6543325320873,31.872410448430927,43.38895913455698,13.283601875195735,20.16467980629632,0.4940251351746361,-1.8983511306604448,-0.1990182473378636,-0.1017859233389121,0.2189533859491348,3.099768020028275,0.1356536125399819,-0.0142160938506159,0.0050536955148452,0.015876613495448,0.0528483175718911,0.240846806645991,0.2553416264262936,0.1119296442399208,17.58678146469091,0.6096213858558075,321.0092269919332,319.7258395418493,0.6208328760975511,2.72658107554657,0.0,0.0,0.27,0.3462954865095246,1.5235014,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2309.0,25.0,92.3,0.0,3.0,0.03891,0.0045400001108646,8.6,0.0,3.0,50.0,4.5,8.6,19.6,0.0,0.0,0.0,0.0,177,496510,2386p300,4681,DUP,0.033461966,0.0,0.0,0.0,0.0,1.5732147,1.5235014,0.0,1.163653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,19.7042,19.4112
177,3,0.085506,238.6710601149368,30.13499826326378,0.8677688834489334,0.8461502952011326,18.0901,1.5548,17.7378,1.7779,0.0,0.0,17.0376,2.2212,0.0779,0.008,0.0743,0.0078,0.0,0.0,0.2153,0.0236,17.520472089922027,17.050960350774613,,16.689659406350074,0.034310017,292r,0.0166666666666666,,6.147329935421315,13.837735938255664,23.71569657271685,99.82305256714476,98.66483083833516,31.00839584170118,33.922093399973754,13.718261741610302,15.446405943843612,0.4917182821729679,-1.845440906905863,-0.247103954758046,-0.0967151867086767,0.1554895490407943,2.9317468113701883,0.078246917034239,-0.003654717535194,0.0914826498422713,0.1404310538474543,0.0474274924218315,0.1319994493342803,0.2004933111492469,0.0577194543154089,11.84195860067029,0.7575442011254909,320.09168784439845,319.52567583655986,0.1477385167578283,1.3827961913514977,1.0,0.0,0.27,0.3462954865095246,1.5260826,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2071.0,25.1,82.5,0.0,3.0,0.02577,0.0042799999937415,6.0,0.0,3.0,50.0,3.9,6.0,12.0,0.0,0.0,0.0,0.0,177,497758,2387p302,382,SER,0.034310017,101.76126,154.69403,0.0,205.92807,1.593094,1.5260826,0.0,1.152034,2.621869,18625.97,7.848544,4572.6006,0.13821426,545820.5,-0.056604467,251895.06,17.481043,17.026316,Infinity,16.715712,17.792461,18.582815,19.043926,14.181405,0.45472717,Infinity,0.3106041,Infinity,19.4057,18.9346
177,2,0.080229,238.6597598511432,30.12442960864697,0.8872124807131847,0.851905080533772,12.8677,2.8882,13.334,3.0517,0.0,0.0,14.2607,3.3765,0.0362,0.0084,0.0348,0.0071,0.0,0.0,0.1001,0.0185,17.00443072636673,16.58269517359491,,16.166998755054678,0.03394277,294r,0.0166666666666666,,4.020168459827252,9.794644989905144,18.938281528510345,196.04228284071957,195.87695009691305,24.030834026102514,29.093266477662915,10.081560553991643,13.0832309533669,0.5249513032608871,-1.7599240191168462,-0.1418637036106345,-0.0519276484289634,0.2891493439674377,3.3654815815132704,0.1699772466372085,-0.0061469872967745,0.0051724137931034,0.172985167810506,0.1017910247211865,0.1984407243912034,0.2081520518663834,0.2120665729734047,9.277755876668696,1.0842474028704276,320.31679688233845,320.435487584322,0.3242981930440659,0.3553632849653698,0.0,0.0,0.27,0.3462954865095246,1.5235014,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2255.0,25.0,90.2,0.0,3.0,0.04004,0.0041999998502433,9.5,0.0,3.0,50.0,4.3,9.5,24.6,0.0,0.0,0.0,0.0,177,496510,2386p300,3213,SER,0.03394277,161.99564,238.18253,0.0,334.72525,1.5732147,1.5235014,0.0,1.163653,4.953643,11661.883,13.624,167078.22,-0.43991306,560610.3,-0.05315723,611685.25,16.976242,16.557726,Infinity,16.188278,19.213564,,16.224617,,0.41851616,Infinity,0.3694477,Infinity,19.011,18.7481
178,1,0.117894,241.1470961474443,26.63069236201361,0.9341917194851419,0.9577543585156025,10.3096,1.9459,9.9951,1.9401,0.0,0.0,9.3704,1.9286,0.0343,0.0096,0.026,0.0072,0.0,0.0,0.0568,0.0152,18.32704321894402,17.885476182966283,,17.46497784872601,0.05427917,816r,0.0166666666666666,,3.5991290890113072,8.384658833697781,16.742977559742265,70.43015343965908,71.29936952134747,20.010767659811403,21.99974778175702,8.85635521451281,10.13157864514393,0.5740894506283134,-1.5670656473605298,-0.0322807257690014,0.0235264311389166,0.1933053582906723,3.3381763575171397,0.4302120858077829,0.0582039973147679,0.0125,0.0,0.082625701620191,0.7524455669880119,0.6967400029457066,0.1779880227310492,7.809820977796469,0.844596973607267,318.62635859154113,320.2339644177106,0.595745371349784,2.448724564071937,1.0,0.0,0.27,0.3462954865095246,1.3726426,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1079.0,20.3,53.2,0.0,3.0,0.02983,0.0041499999351799,7.2,0.0,3.0,50.0,4.0,7.2,19.0,0.0,0.0,0.0,0.0,178,480028,2410p267,3829,SER,0.05427917,47.19155,69.36789,0.0,98.74306,1.3754494,1.3726426,0.0,1.0397125,2.4614031,6578.1772,3.2248158,81077.94,-0.12377559,370345.88,0.53054667,806689.0,18.31534,17.897104,Infinity,17.513733,18.107983,18.405735,16.534328,,0.41823578,Infinity,0.38337135,Infinity,19.5959,19.4865
