GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index,ID,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,z_2,stellar_mass,error_stellar_mass,log_SFR,error_log_SFR,survey,band,FUV,fuv_magerr,NUV,nuv_magerr
414r,338.2942546051671,-8.890988003141228,5000.0,0.0596,,4.5289317775643,8.51814137310018,13.856204484183571,87.65918622239056,87.35197791217271,17.836418320443677,21.21907205284516,8.579206030880572,10.60961234958672,0.4271969343694404,-1.684235357700687,-0.6782000719846937,-0.1381837496946494,0.2765840888023376,2.428242526033672,0.0393234409988397,0.0290341565670159,0.001360544217687,0.0,0.0345360965362716,0.0013776331330583,0.2764367541871046,0.164054240671077,9.705413548218155,0.4774540217689518,319.86353742262287,319.46518478178484,0.4027145167671949,2.463396611469447,0.0,0.0,0.27,0.3462954865095246,1.5392532,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1083.0,25.5,42.4,0.0,3.0,0.04913,0.0038199999835342,12.9,0.0,3.0,50.0,5.1,12.9,32.8,0.0,0.0,0.0,0.0,414,1673,SER,0.619369710076341,345.2624,0.0024,344.5692,0.0025,13.5275,0.0103,17.2021,5.0E-4,1.1654,0.0019,0.2701,0.0001,-45.0341,0.0127,345.2624,0.0024,344.5692,0.0025,14.4606,0.0088,16.5712,0.0006,1.3473,0.0012,0.2701,0.0001,-45.0341,0.0127,345.2624,0.0024,344.5692,0.0025,15.3509,0.014,16.2764,0.0006,1.5208,0.0018,0.2701,0.0001,-45.0341,0.0127,345.2624,0.0024,344.5692,0.0025,16.3146,0.022,16.0436,0.001,1.7087,0.0030,0.2701,0.0001,-45.0341,0.0127,280048,,1673,18.065893,17.57249,17.371279,17.224476,17.76477,18.095343,16.68604,12.425072,0.49340248,0.20121193,0.34801483,0.1468029,0.0596,9.631,0.048,-0.209,0.06,MIS,3,20.21632,0.05427154,19.89387,0.0274647
873r,239.16266508620103,27.298087421166763,5000.0,0.0896,,2.950047189262543,6.578803373730452,14.223663759614274,166.18262594534593,167.23176852355823,17.54678778286457,25.85187520847098,7.084997834633428,11.398131501610262,0.5509119885080966,-2.028494231290685,0.1727608453995239,-0.0635578295263896,0.3793930113315582,3.415912570934436,0.0299260882587642,0.053511732289192,0.0014598540145985,0.0,0.0024145497209144,0.0469955865384302,0.1898289159511405,0.4157738696516218,9.023078921324226,1.402461673469187,319.9928885578491,320.0056688901386,0.6730846835651267,2.3791964173631626,0.0,0.0,0.27,0.3462954865095246,1.4916902,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1647.0,24.0,68.7,0.0,3.0,0.03366,0.002769999904558,12.2,0.0,3.0,50.0,4.6,12.2,43.9,0.0,0.0,0.0,0.0,873,5436,SER,0.698181268556587,344.1869,0.0022,343.9299,0.0018,8.6274,0.0134,18.4098,0.0013,1.1305,0.0033,0.7431,0.0004,-66.1305,0.0786,344.1869,0.0022,343.9299,0.0018,8.4992,0.0058,17.5250,0.0005,1.4086,0.0014,0.7431,0.0004,-66.1305,0.0786,344.1869,0.0022,343.9299,0.0018,8.3768,0.0116,17.1440,0.0011,1.6739,0.0030,0.7431,0.0004,-66.1305,0.0786,344.1869,0.0022,343.9299,0.0018,8.2444,0.0226,16.8996,0.0022,1.9611,0.0058,0.7431,0.0004,-66.1305,0.0786,482591,,5436,17.641958,16.724327,16.345495,16.078863,16.362896,16.865309,17.064682,15.181827,0.91763115,0.37883186,0.64546394,0.26663208,0.0896,10.764,0.029,-1.31,0.789,NGS,3,24.51042,0.3427828,23.41116,0.1420069
1092r,115.23176753987632,24.04043059645385,5000.0,0.0844,,2.651209030589549,5.318089269651857,9.58195408118688,107.16089984386178,107.0809520580761,12.099131406857232,13.45476364202136,5.6666773201295255,6.503814777855799,0.5017256864461065,-1.7897013773860415,-0.2361947975632459,-0.0790600618750144,0.4038392901420593,2.79005057457424,0.0106889170603491,0.0025019943958684,0.0,0.0,0.0074050474423498,0.082435090978418,0.4155318224124167,0.5216963683801134,4.422063812801977,1.204000119353469,320.0950608488894,319.984247204686,0.2504485620985651,2.345871557837451,0.0,0.0,0.27,0.3462954865095246,1.7793472,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,860.0,34.1,25.2,0.0,3.0,0.04687,0.0043700002133846,10.7,0.0,3.0,50.0,4.4,10.7,37.0,0.0,0.0,0.0,0.0,1092,6277,SER,0.44373602595333,573.3175,0.0016,573.0828,0.0019,4.7547,0.0135,18.1461,0.0019,2.6724,0.0161,0.7492,0.0012,41.02,0.1736,573.3175,0.0016,573.0828,0.0019,4.7972,0.0084,17.2792,0.0013,2.8196,0.0101,0.7492,0.0012,41.02,0.1736,573.3175,0.0016,573.0828,0.0019,4.8378,0.0109,16.9064,0.0015,2.9601,0.0114,0.7492,0.0012,41.02,0.1736,573.3175,0.0016,573.0828,0.0019,4.8816,0.0184,16.6787,0.0024,3.1122,0.0189,0.7492,0.0012,41.02,0.1736,465235,1151p240,6277,18.187042,17.33628,16.975996,16.7468,16.967308,17.510448,17.19163,19.523941,0.8507614,0.3602848,0.58948135,0.22919655,0.0844,10.431,0.028,-0.735,0.434,AIS,1,-999.0,-999.0,21.69433,0.2964045
657r,329.773988399,-7.8406045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,657,2615,SER,0.682783129162416,343.9519,0.0012,344.1298,7.0E-4,7.079,0.0112,17.7915,0.001,2.4415,0.0072,0.3523,0.0003,60.9837,0.0211,343.9519,0.0012,344.1298,7.0E-4,7.0996,0.0065,16.9082,0.0006,2.8585,0.0042,0.3523,0.0003,60.9837,0.0211,343.9519,0.0012,344.1298,7.0E-4,7.1193,0.0087,16.5317,0.0007,3.2564,0.0051,0.3523,0.0003,60.9837,0.0211,343.9519,0.0012,344.1298,7.0E-4,7.1407,0.0153,16.2738,0.0012,3.6871,0.0089,0.3523,0.0003,60.9837,0.0211,287146,,2615,17.65576,16.779615,16.30009,15.995446,16.073214,16.567307,15.062489,13.699145,0.8761444,0.4795246,0.7841692,0.30464458,0.0516,10.216,0.071,-0.126,0.229,MIS,3,22.84968,0.3138549,21.13231,0.09913424
753r,206.85428451413853,-3.4228011824636213,5000.0,0.0864,,3.846283409327396,7.4383527049133535,12.389400318231992,102.24276176231186,102.36714208012576,15.69153827984147,19.271244285878087,7.671252864674003,9.817854742693283,0.4450463465937502,-1.5828374939786602,-0.6601142010337249,-0.106418528535221,0.3475573360919952,2.540045021004661,0.0609953957464374,-0.0129705449437091,0.0,0.0,0.051251200604737,-0.0750640410528722,0.3196873370654436,0.2590263721275871,8.941220898325145,0.6444649958332864,319.8395914760913,319.38642048385015,0.5386042362318739,2.3763837479909697,0.0,0.0,0.27,0.3462954865095246,1.4962536,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1022.0,24.1,42.4,0.0,3.0,0.0429,0.0040400000289082,10.6,0.0,3.0,50.0,4.1,10.6,40.5,0.0,0.0,0.0,0.0,753,2349,SER,0.583471345265698,344.3471,0.0023,343.6021,0.0032,14.1442,0.0912,18.3,0.0036,3.9768,0.0287,0.2995,0.0006,-8.1596,0.0439,344.3471,0.0023,343.6021,0.0032,12.6965,0.0557,17.4219,0.0021,4.8242,0.0169,0.2995,0.0006,-8.1596,0.0439,344.3471,0.0023,343.6021,0.0032,11.3153,0.0694,17.0427,0.0028,5.6326,0.0287,0.2995,0.0006,-8.1596,0.0439,344.3471,0.0023,343.6021,0.0032,9.82,0.1185,16.8283,0.0054,6.5078,0.0506,0.2995,0.0006,-8.1596,0.0439,311038,,2349,18.307365,17.457167,17.042221,16.788906,16.445034,16.720287,14.455904,13.148438,0.85019875,0.4149456,0.6682606,0.25331497,0.0864,10.448,0.072,0.588,0.103,AIS,1,-999.0,-999.0,21.70325,0.4636475
614r,331.9718286871408,-8.525926734017881,5000.0,0.0814,,5.978545038219485,11.976854457179032,22.48075805582044,117.94226101162064,117.69084498260288,27.464019914559334,41.74569020038469,12.196629372661404,18.70402124509678,0.5084791910688001,-1.8186711697116795,-0.1826888835992459,-0.0764008934318113,0.2007869929075241,2.8760772318851653,0.0439512929105346,0.023503167353547,0.0146818923327895,0.0,0.027543747573345,0.0377200986434572,0.2338437264218426,0.1034596873056121,16.187384333248133,0.647645593860516,320.353369355533,319.76581308266407,0.6164947867172977,2.489591168617059,0.0,0.0,0.27,0.3462954865095246,1.4951879,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2019.0,24.1,83.8,0.0,3.0,0.03294,0.0041499999351799,7.9,0.0,3.0,50.0,4.3,7.9,19.0,0.0,0.0,0.0,0.0,614,6917,SER,0.504425242333427,344.4616,0.0041,344.5507,0.003,8.4347,0.0474,18.2243,0.0037,2.5480,0.0230,0.5023,0.0013,-65.5678,0.1077,344.4616,0.0041,344.5507,0.003,7.6875,0.0298,17.4585,0.0024,2.7191,0.0147,0.5023,0.0013,-65.5678,0.1077,344.4616,0.0041,344.5507,0.003,6.9746,0.0291,17.1431,0.0025,2.8824,0.0167,0.5023,0.0013,-65.5678,0.1077,344.4616,0.0041,344.5507,0.003,6.2029,0.0469,16.9528,0.0045,3.0592,0.0275,0.5023,0.0013,-65.5678,0.1077,282872,,6917,17.793936,17.220894,16.92754,16.753014,17.084145,17.564388,15.835795,15.947342,0.5730419,0.29335403,0.46788025,0.17452621,0.0814,10.247,0.047,0.192,0.092,MIS,3,20.2027,0.0462056,19.8485,0.0310227
862r,337.27722799444155,-10.11582425212998,5000.0,0.1301,,3.242098012795483,6.668321801437701,12.24254794431597,82.93945140502655,83.33292743783632,14.586052085767372,16.059788929285897,7.762574664019726,8.51711924673984,0.503063644104817,-1.782053862893756,-0.2348716346957831,-0.0766724792784633,0.2834548652172088,2.8852283674366004,0.0677764324689786,0.0139322659063362,0.0089820359281437,0.0034259513361941,0.0185280683093692,0.2388632562055467,0.5553468517762516,0.1803085725164426,6.09219597484812,1.211493862763339,319.8755853815428,319.8179049317177,0.1644533637206819,2.673608783555198,1.0,0.0,0.27,0.3462954865095246,1.4040498,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,850.0,21.2,40.0,0.0,3.0,0.04019,0.0057600000873208,7.0,0.0,3.0,50.0,3.7,7.0,19.8,0.0,0.0,0.0,0.0,862,2070,SER,0.720968637851894,343.8854,0.0024,344.1199,0.0019,3.4077,0.0127,18.1204,0.0022,3.3803,0.0375,0.4279,0.0012,73.1455,0.0862,343.8854,0.0024,344.1199,0.0019,3.4872,0.008,17.2585,0.0014,3.3782,0.0232,0.4279,0.0012,73.1455,0.0862,343.8854,0.0024,344.1199,0.0019,3.5631,0.0076,16.8231,0.0015,3.3762,0.0194,0.4279,0.0012,73.1455,0.0862,343.8854,0.0024,344.1199,0.0019,3.6452,0.0121,16.6536,0.0018,3.3740,0.0306,0.4279,0.0012,73.1455,0.0862,274356,,2070,18.458551,17.636013,17.195875,16.976463,16.782091,16.898758,13.914497,11.562033,0.8225384,0.44013786,0.6595497,0.21941185,0.1301,10.623,0.072,0.908,0.106,MIS,1,-999.0,-999.0,21.30177,0.4907506
374r,3.962747609458491,-0.3669671788941233,5000.0,0.0745,,6.206760908021849,11.905101674777548,20.0880228098807,70.58144021082208,71.09105458785334,28.082598829951632,29.677653627529207,11.895293861113222,12.86916167734382,0.4974194853637654,-1.6984509706392006,-0.320747024796395,-0.0706393944087211,0.1503399014472961,2.5503608834450384,0.0690625273568515,-8.205164889301E-4,0.0357723577235772,0.0201905403454931,0.0123132635639352,0.0860775037117532,0.1975391353344777,0.056142689545212,11.701414673337112,0.5762170289758025,320.25261537202823,319.9254547446109,0.1667795357206301,2.011097438866968,1.0,0.0,0.27,0.3462954865095246,1.2031069,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2155.0,15.6,138.2,0.0,3.0,0.01791,0.0023900000378489,7.5,0.0,3.0,50.0,4.1,7.5,19.7,0.0,0.0,0.0,0.0,374,10463,EXP,0.408372965299859,344.6539,0.008,344.7144,0.0052,14.3674,0.0364,18.2248,0.0027,1.2954,0.0063,0.2782,0.0005,-57.7913,0.0457,344.6539,0.008,344.7144,0.0052,13.2736,0.0228,17.5194,0.0022,1.4758,0.0043,0.2782,0.0005,-57.7913,0.0457,344.6539,0.008,344.7144,0.0052,12.2299,0.0318,19.9750,275.9277,1.6479,0.0072,0.2782,0.0005,-57.7913,0.0457,344.6539,0.008,344.7144,0.0052,11.1001,0.0542,17.0044,0.0046,1.8342,0.0121,0.2782,0.0005,-57.7913,0.0457,328943,,10463,18.332573,17.78463,17.550999,17.412506,17.957405,18.58958,19.13761,12.461505,0.5479431,0.23363113,0.37212372,0.13849258,0.0745,9.743,0.081,0.103,0.102,MIS,3,20.47448,0.03129855,20.01986,0.0330201
1159r,171.63178389211052,-3.2710214875148726,5000.0,0.0802,,6.478649114599172,12.753927334793016,20.365246658593115,81.45779650267633,81.4588893189058,26.383543770960625,32.4288753031724,12.668434143210328,15.499621121910367,0.4489149045080298,-1.716608315824687,-0.5482616598187442,-0.1211828004366819,0.1713558733463287,2.487026077206649,-0.0556077930110948,0.0114233543650504,0.0063948840927258,0.0100179143031137,0.0568795506043871,-0.1022931273021982,0.1757518844734873,0.0640961050649547,13.816084337916832,0.4778185347741397,319.7577086575407,320.45798339060946,0.3792363078271614,1.5522187422172042,1.0,0.0,0.27,0.3462954865095246,1.4973022,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1569.0,24.2,65.0,0.0,3.0,0.03323,0.005210000090301,6.4,0.0,3.0,50.0,3.7,6.4,12.2,0.0,0.0,0.0,0.0,1159,3804,SER,0.317741260483093,573.5495,0.006,573.5796,0.0095,,,18.2599,0.0024,,,,,-1.5239,0.07509999722242355,573.5495,0.006,573.5796,0.0095,,,,,,,,,-1.5239,0.07509999722242355,573.5495,0.006,573.5796,0.0095,16.367399215698242,0.0247,,,,,,,-1.5239,0.07509999722242355,573.5495,0.006,573.5796,0.0095,16.227500915527344,0.040699999779462814,17.235,0.0023,,,,,-1.5239,0.07509999722242355,312335,1716m032,3804,18.250422,17.619553,17.3387,17.179996,17.44836,17.8166,15.664351,11.957007,0.6308689,0.28085327,0.43955612,0.15870285,0.0802,9.915,0.065,-0.006,0.085,MIS,3,21.51028,0.09277108,20.74479,0.05615437
1152r,133.02008184096704,30.155995492826527,5000.0,0.1248,,3.008598422724277,6.069033023147127,10.868571363568725,126.40584987609331,126.4691000993818,13.337783898981684,14.73089055014844,6.558354640582939,7.226628959786819,0.5037746483180716,-1.791228184601626,-0.2249943588966187,-0.0772438158247351,0.3901191353797912,2.789041189147068,-0.0127984488575705,-0.0115191918089982,0.0,0.0,0.0085942629669955,-0.0984210476088466,0.1766941394194089,0.3108248550010637,5.992034997001992,1.3948580343766983,319.97006500197347,319.92302790481625,0.2140421412837493,1.1182423527016696,0.0,0.0,0.27,0.3462954865095246,1.4787754,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1273.0,23.6,54.0,0.0,3.0,0.03168,0.0046000001020729,6.9,0.0,3.0,50.0,3.6,6.9,25.6,0.0,0.0,0.0,0.0,1152,1683,SER,0.375882146380741,572.7379,0.002,573.1071,0.0024,6.6161,0.0175,18.082,0.0018,2.0527,0.0093,0.7238,0.0008,-24.8414,0.1249,572.7379,0.002,573.1071,0.0024,6.4896,0.0114,17.1425,0.0011,2.1577,0.0057,0.7238,0.0008,-24.8414,0.1249,572.7379,0.002,573.1071,0.0024,6.3689,0.0127,16.7275,0.0014,2.2580,0.0060,0.7238,0.0008,-24.8414,0.1249,572.7379,0.002,573.1071,0.0024,6.2383,0.0203,16.4686,0.0021,2.3665,0.0100,0.7238,0.0008,-24.8414,0.1249,497392,1330p302,1683,18.14226,17.166313,16.783165,16.500986,16.689589,17.138393,,,0.9759464,0.3831482,0.6653271,0.28217888,0.1248,10.946,0.022,-1.127,0.859,MIS,1,-999.0,-999.0,22.90383,0.3956077
319r,171.4904394209738,3.1949266907501648,5000.0,0.0349,,5.240802501095915,10.4701029752832,19.05550886770676,132.4292904000364,132.7646278724934,23.69572379576379,28.99905499919257,11.617753955926029,13.807097740379078,0.5188096084588305,-1.7617430613184062,-0.1710044966351334,-0.0582607731490162,0.219554528594017,2.803113785962448,0.0678375504027943,-3.523344934196E-4,0.0030543677458766,0.0,0.0459643979065257,0.0430317723024823,0.512861504660168,0.1189907890707481,10.417968849476832,1.0103378748384702,319.55792852936713,320.7551700093416,0.2203987465298261,2.9947224480618884,1.0,0.0,0.27,0.3462954865095246,2.045375,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,3290.0,45.1,73.0,0.0,3.0,0.01545,0.00179999996908,8.6,0.0,3.0,50.0,4.4,8.6,26.9,0.0,0.0,0.0,0.0,319,229,SER,0.709323554879533,344.4045,0.0077,344.5964,0.0075,42.6853,0.0372,17.1487,8.0E-4,0.8428,0.0013,0.1875,0.0001,-46.0763,0.0077,344.4045,0.0077,344.5964,0.0075,41.6371,0.0244,16.5764,0.0005,1.0328,0.0008,0.1875,0.0001,-46.0763,0.0077,344.4045,0.0077,344.5964,0.0075,40.6369,0.0458,16.3269,0.0010,1.2140,0.0017,0.1875,0.0001,-46.0763,0.0077,344.4045,0.0077,344.5964,0.0075,39.5543,0.0787,16.1887,0.0022,1.4103,0.0029,0.1875,0.0001,-46.0763,0.0077,349773,,229,17.69204,17.186918,16.974545,16.83661,17.413773,17.986229,17.304277,15.280588,0.50512123,0.21237373,0.35030746,0.13793373,0.0349,9.336,0.044,-0.647,0.051,AIS,3,20.59746,0.2375517,20.03571,0.1295893
1019r,202.597030752296,0.8139698073126321,5000.0,0.1367,,5.161929932350171,10.448237183903048,17.329622630956788,133.14011351345857,133.72009837280018,22.648685814645237,27.15279833962873,10.457141565551764,13.20897389230765,0.4373246551649809,-1.7990552776660116,-0.5484976495107983,-0.1441172749822445,0.2744127810001373,2.629885002368244,-0.0959763607133526,-0.010583747842164,0.001639344262295,0.0,0.0258512140459191,-0.1358409064880496,0.1282018079368072,0.153089961090461,12.294130653117069,0.534108550545959,319.63756596371377,320.253284169724,0.4200614488383316,0.1166267279690946,2.0,0.0,0.27,0.3462954865095246,1.552054,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1706.0,26.0,65.7,0.0,3.0,0.04699,0.0038600000552833,12.2,0.0,3.0,50.0,4.9,12.2,30.2,0.0,0.0,0.0,0.0,1019,2417,SER,0.401120370620835,343.8585,0.0019,344.2706,0.002,6.1778,0.0337,18.0506,0.0029,4.5623,0.0320,0.8355,0.0014,-1.0526,0.2795,343.8585,0.0019,344.2706,0.002,6.0387,0.0228,17.0219,0.0020,4.8298,0.0213,0.8355,0.0014,-1.0526,0.2795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.8585,0.0019,344.2706,0.002,5.7622,0.0379,16.3377,0.0032,5.3614,0.0355,0.8355,0.0014,-1.0526,0.2795,335498,,2417,17.94668,17.046333,16.646315,16.39134,16.464264,16.895548,16.905296,14.383841,0.90034676,0.4000187,0.65499306,0.25497437,0.1367,11.014,0.032,0.286,0.136,MIS,1,-999.0,-999.0,20.32958,0.06976093
228r,184.9009732187509,12.09061812999532,5000.0,0.0264,,5.7282460158580735,11.064534441686758,18.32899783232317,92.60303373073012,92.7435759953702,23.722673979249755,25.52140683014427,11.09453056200146,12.245614369152888,0.452083271716892,-1.7342807065544914,-0.5203312753591218,-0.1205025792113511,0.2055439800024032,2.5255852907059424,0.0092319456461485,-0.0042629948859135,0.0060851926977687,0.0031452462245698,0.0106511209908892,-0.0044057866313146,0.1894399920395612,0.0884434955251288,11.167617144747243,0.5531998443597084,320.10762836529466,319.9523466057828,0.1759115782689697,1.405447198776393,0.0,0.0,0.27,0.3462954865095246,1.465593,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1977.0,23.1,85.4,0.0,3.0,0.02685,0.0026400000788271,10.2,0.0,3.0,50.0,4.5,10.2,26.3,0.0,0.0,0.0,0.0,228,2119,SER,15.1469520433506,344.4977,0.0251,343.9442,0.0358,13.708,0.1184,17.6218,0.0077,0.9993,0.0143,0.6430,0.0023,0.2102,0.4485,344.4977,0.0251,343.9442,0.0358,13.452,0.0748,17.1741,0.0052,1.1333,0.0090,0.6430,0.0023,0.2102,0.4485,344.4977,0.0251,343.9442,0.0358,13.2077,0.1142,17.0017,0.0076,1.2612,0.0150,0.6430,0.0023,0.2102,0.4485,344.4977,0.0251,343.9442,0.0358,12.9432,0.1953,16.8808,0.0133,1.3997,0.0258,0.6430,0.0023,0.2102,0.4485,399780,,2119,18.092361,17.495596,17.25204,17.103153,17.758558,18.45292,16.772537,,0.5967655,0.24355507,0.3924427,0.14888763,0.0264,9.052,0.067,-0.882,0.192,AIS,3,21.14052,0.3668785,20.54012,0.1907736
327r,211.38693670514647,1.4102281344830667,5000.0,0.0332,,4.266252316967763,9.266588379424755,18.343285682995685,113.09519310777571,123.4517415625174,19.23115414914559,49.36261382196861,12.760744917355968,22.2777002625983,0.6881789267145578,-1.8203890574840544,0.7080153040735109,0.1012630584571286,0.2141604274511337,3.167152963889539,0.0746005064612107,0.1144622564210024,0.2650231124807396,0.2451554619131911,0.1593964276969558,0.5014379613485852,0.511137471523858,0.1781511256686366,20.964097038990403,0.5041372773565833,318.44065716152903,321.737139813466,0.790389281498837,2.3276091851680136,0.0,0.0,0.27,0.3462954865095246,1.1737427,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2017.0,14.8,135.9,0.0,3.0,0.0247,0.0024699999485164,10.0,0.0,3.0,50.0,5.0,10.0,30.8,0.0,0.0,0.0,0.0,327,6495,SER,1.65102285558985,343.7990,0.0018,344.0165,0.0017,9.6297,0.0145,17.6888,9.0E-4,2.7706,0.0042,0.9388,0.0005,-82.6314,0.3637,343.7990,0.0018,344.0165,0.0017,9.5052,0.0122,17.4430,0.0009,2.5059,0.0031,0.9388,0.0005,-82.6314,0.3637,343.7990,0.0018,344.0165,0.0017,9.3864,0.0204,17.4367,0.0016,2.2532,0.0049,0.9388,0.0005,-82.6314,0.3637,343.7990,0.0018,344.0165,0.0017,9.2577,0.0326,17.3764,0.0027,1.9798,0.0079,0.9388,0.0005,-82.6314,0.3637,339853,,6495,17.441801,16.88845,16.651155,16.546328,16.918522,17.388329,16.388172,14.830644,0.55335045,0.23729515,0.34212303,0.10482788,0.0332,9.365,0.043,-0.577,0.063,MIS,1,-999.0,-999.0,19.67643,0.04154984
