Group,Gal,ID,ra,dec,type,CHI2NU,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,zmemb,gmemb,FUV,NUV,GAL,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,r_theta,Rij,sigmalos
269,3,16666,50.25125623143664,-33.90354123982974,SER,4.88715738216537,8.7484,0.0096,18.4124,0.0011,0.5840,0.0030,9.1416,0.0080,18.1703,0.002,0.6130,0.0018,9.5167,0.0129,18.0391,0.0013,0.6407,0.0030,9.9227,0.0204,17.9497,0.0058,0.6707,0.0053,18.398314,18.196493,18.077147,18.017496,18.668922,18.838171,,,0.20182037,0.11934662,0.17899704,0.05965042,0.0568,,19.21,19.0474,572r,5000.0,0.0166666666666666,,3.9948843935225296,7.375898498258987,11.997966889772297,57.298394142981046,56.68769373941231,15.237351860881654,18.237369853771717,7.623863813730277,9.485492211832735,0.4847412939707255,-1.1348534161837698,-0.7740771774295561,-0.0048507438185257,0.2847170531749725,2.388017215779894,0.416674494440757,0.0063569174279078,0.0555555555555555,0.0,0.3312662895997932,0.271321717516022,0.4404571309337947,0.1632005740561167,8.825110326796011,0.5559202038543517,320.0425339462834,318.5715064064965,0.6131810406292186,1.6646966561017147,0.0,0.0,0.27,0.3462954865095246,1.1862386,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,931.0,15.2,61.4,0.0,3.0,0.02321,0.0020000000949949,11.6,0.0,3.0,50.0,4.8,11.6,42.1,0.0,0.0,0.0,0.0,1.144,179.78,224.71
269,2,15976,50.23973999107268,-33.9067246811413,SER,4.88715738216537,10.6903,0.0152,17.4078,0.001,1.6373,0.0034,10.2368,0.0101,16.9664,0.0012,1.8409,0.0024,9.8041,0.0154,16.7923,0.001,2.0351,0.0038,9.3357,0.0260,16.7055,0.0027,2.2453,0.0064,17.476265,17.00831,16.808578,16.667246,17.00113,17.53033,15.628809,12.431578,0.46795464,0.19973183,0.34106445,0.14133263,0.0,,19.357,19.0324,573r,5000.0,0.0166666666666666,,3.8086700746288233,7.979577469858636,15.900918966217958,143.55895180684857,141.8104238589788,19.88894181277991,20.293234132179062,8.782135220798931,9.56270903821128,0.5463868226284596,-1.7954334049489322,-0.0111498783595149,-0.0356422888857266,0.3021794557571411,3.1032443536974808,0.1268239358643778,0.0395990101832442,0.0022598870056497,0.0,0.0481210168183735,0.153576307119966,0.4696632731798816,0.1978688666306849,8.179338932033115,1.2483531842356383,320.1382168888084,319.730964725481,0.2506921437691228,2.536065708856167,2.0,0.0,0.27,0.3462954865095246,1.2300336,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2345.0,16.3,143.9,0.0,3.0,0.0182,0.0019600000232458,9.3,0.0,3.0,50.0,4.1,9.3,37.7,0.0,0.0,0.0,0.0,1.144,179.78,224.71
269,4,17507,50.26528459743884,-33.91703590317123,PSF,4.88715738216537,*0.1175*,*0.0025*,15.9964,0.0034,*16.4761*,*0.1825*,*0.1586*,*0.0016*,15.438,0.0018,*15.4651*,*0.1071*,*0.1977*,*0.0019*,15.2731,0.0016,*14.5005*,*0.1020*,*0.2401*,*0.0031*,15.2073,0.0027,*13.4563*,*0.1760*,16.061954,15.489137,15.361725,15.314829,16.488533,17.130312,17.846365,,0.5728178,0.12741184,0.17430782,0.04689598,0.0,,20.3122,19.8162,574r,5000.0,0.0166666666666666,,1.2324290918115466,2.219588880862401,3.584639485482332,541.2266410931766,545.5717484148314,4.499878083735317,5.069933208658499,2.4439447506508727,2.7263826257483794,0.4649167730554106,-1.4641641223158852,-0.6439962366108087,-0.0702512076770515,2.448960304260254,2.318417714578478,0.0639099526324339,0.0,0.0,0.0,0.0305702154548663,0.3068601052619381,0.3919168458709019,3.894771142703788,2.003108077226352,2.7578506679532464,319.9970217739194,319.99419396096744,0.182887683897493,2.690212091493738,0.0,0.0,0.27,0.3462954865095246,1.1648941,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1295.0,14.6,88.6,0.0,3.0,0.02249,0.0019499999471008,11.5,0.0,3.0,50.0,4.6,11.5,84.2,0.0,0.0,0.0,0.0,1.144,179.78,224.71
270,4,10312,61.54860082846632,-36.9374787358167,SER,0.605800785184517,25.1009,0.0513,16.6037,0.0012,2.5472,0.0042,31.0539,0.0405,15.6714,7.0E-4,3.7289,0.0030,36.7340,0.0753,15.252,0.001,4.8564,0.0048,42.8826,0.1247,14.9743,0.0013,6.0770,0.0080,16.180288,15.356356,14.997219,14.722928,15.335868,15.742857,16.067839,12.757032,0.82393265,0.35913658,0.6334276,0.27429104,0.0,,20.1828,19.7143,793r,5000.0,0.0166666666666666,,1.5,1.5,1.5,0.0,0.0,1.0,1.0,25.83697609820977,29.137999968870737,0.1867380332482844,-0.9281226205323212,-2.392457759392093,-0.2711383913381912,0.5210514664649963,0.0,-0.0024807963134199,-99.0,0.0437788018433179,0.3548512208246425,0.2462644277483623,0.2893859401531777,0.9180873316174092,0.1143086466705156,18.32986989678998,0.4491344327748047,320.7793995565037,321.093482107525,0.0771370080645029,1.647001571578486,2.0,0.0,0.27,0.3462954865095246,1.3517222,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2876.0,19.7,146.1,0.0,3.0,0.03011,0.0017900000093504,16.8,0.0,3.0,50.0,5.4,16.8,46.9,0.0,0.0,0.0,0.0,0.995,,
270,5,10626,61.55777105343421,-36.91883347910601,PSF,0.605800785184517,*0.2694*,*1.4031*,19.6867,0.0024,1.1661,10.9585,*0.1850*,*2.8659*,20.0502,0.0043,0.8115,19.1159,*0.1044*,*5.3655*,20.4079,0.0044,0.4732,35.1331,*0.0172*,*8.1946*,20.7195,296.5998,0.1069,53.6069,19.667412,20.063248,20.387047,20.674963,,24.684738,,,-0.39583588,-0.32379913,-0.6117153,-0.28791618,0.0,,18.65,19.2991,794r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.995,,
270,3,10039,61.5408153022654,-36.92380881162721,SER,0.605800785184517,12.5388,0.0355,18.4529,0.0024,1.2430,0.0058,11.9283,0.0203,18.0731,0.0015,1.4004,0.0034,11.3458,0.0332,17.9524,0.0025,1.5506,0.0059,10.7153,0.0591,17.9183,0.0046,1.7132,0.0104,18.461485,18.042028,17.874681,17.766195,18.496897,18.919127,21.200773,13.817498,0.41945648,0.16734695,0.27583313,0.10848618,0.0,,20.2653,19.9344,795r,5000.0,0.0166666666666666,,4.304936122889142,9.190422661656529,17.573745568175465,54.119727210385165,53.28922518234211,23.864701539106445,28.23700093057434,9.165876070111953,13.03811324310143,0.486039845393212,-1.893018596760812,-0.2422408777483573,-0.108950138010473,0.1817679554224014,3.054488113439584,0.1124805211945415,-0.0022333254665172,0.0741444866920152,0.0764480164166706,0.0390463494050483,0.1422509582762312,0.2035287948947081,0.0780508854942592,10.723903495113934,0.6929819422298258,319.8880002315825,320.1886136783015,0.4909400024744644,1.17928179468159,0.0,0.0,0.27,0.3462954865095246,1.2789744,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1396.0,17.6,79.2,0.0,3.0,0.02197,0.0017800000496208,12.3,0.0,3.0,50.0,5.4,12.3,29.0,0.0,0.0,0.0,0.0,0.995,,
270,2,9650,61.52991180576929,-36.92332255369563,REX,0.605800785184517,3.8037,0.0115,19.4837,0.0016,0.7278,0.0124,3.8353,0.0051,19.1496,0.0013,0.8013,0.0065,3.8654,0.0077,19.0238,0.0019,0.8714,0.0094,3.8980,0.0156,18.9631,0.003,0.9473,0.0175,24.225256,24.062807,23.745213,23.83813,22.354637,23.906765,19.242224,,0.16244888,0.31759453,0.22467613,-0.092918396,0.0,,20.3554,20.6018,796r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.995,,
270,6,451,61.57194280159153,-36.93455781162083,PSF,0.605800785184517,*0.4217*,*0.0049*,18.2519,6.0E-4,3.3533,0.0685,*0.4175*,*0.0029*,18.1124,0.001,5.8521,0.0722,*0.4135*,*0.0019*,18.0029,0.0015,8.2363,0.0927,*0.4092*,*0.0030*,17.4719,0.0011,*10.8173*,*0.1242*,18.240997,18.144295,18.172602,17.66806,16.16628,15.787409,15.07393,15.603258,0.096702576,-0.028306961,0.47623444,0.5045414,0.0,,18.8614,18.5462,797r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.995,,
270,1,9554,61.52707183891137,-36.94244818954368,REX,0.605800785184517,8.6787,0.0067,17.6298,8.0E-4,0.8284,0.0016,8.6805,0.0039,16.9495,4.0E-4,0.9469,0.0010,8.6822,0.0054,16.6486,6.0E-4,1.0601,0.0013,8.6841,0.0094,16.4347,0.001,1.1825,0.0022,17.63872,16.961119,16.670757,16.450592,16.659111,17.087059,15.186111,13.792893,0.67760086,0.2903614,0.51052666,0.22016525,0.0,,20.1234,19.4636,798r,5000.0,0.0166666666666666,,4.487126132671946,8.60962514655704,14.263520653015291,163.3830643369078,165.79963381434658,17.949288311137675,21.72581048561845,9.333783055868816,11.189806425596482,0.468505559834696,-1.728954395832514,-0.4427320825063225,-0.1035041567843704,0.3325494825839996,2.51129228808049,0.0313056610657333,0.031674268973843,0.0,0.0,0.0147052795311776,0.1952823951650821,0.244365836685422,0.2036522152909962,8.675895704580292,0.8602231410153522,320.0819456278203,320.20628229793533,0.1104521865971313,2.023657545079049,1.0,0.0,0.27,0.3462954865095246,1.3559748,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2654.0,19.8,134.0,0.0,3.0,0.01941,0.0018200000049546,10.7,0.0,3.0,50.0,4.5,10.7,46.0,0.0,0.0,0.0,0.0,0.995,,
271,6,5509,72.47271881132448,-73.07555121431152,PSF,2.13999375025007,15.6356,0.0352,15.2214,0.0012,4.3735,0.0084,15.6777,0.0202,14.3193,6.0E-4,4.8464,0.0048,15.7180,0.0235,13.9406,7.0E-4,5.2976,0.0055,15.7616,0.0416,13.6498,0.0012,5.7860,0.0096,18.752567,18.173944,18.079416,17.92394,Infinity,Infinity,Infinity,Infinity,0.5786228,0.0945282,0.2500038,0.15547562,0.027449,,18.4363,18.2064,736r,5000.0,0.0166666666666666,,2.730509017492413,6.899896185365621,14.89621875859787,971.8254009493588,976.479511641318,17.67711688109808,18.993696660631983,9.956057349585452,10.67267398374301,0.6146769101772412,-1.708241050533359,0.2664617533969613,0.0440846350513319,0.8271231055259705,3.6841621319579527,0.0727557690910686,0.0539884958194883,0.0195567144719687,0.0082248281144696,0.0845648425269962,0.0909695338566932,0.2289395115701535,0.6732562033756264,10.60026377869681,3.0810102260352505,322.6350737198992,311.8574791170061,0.0311306663523557,2.664164000458705,0.0,0.0,0.27,0.3462954865095246,1.2686516,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,8561.0,17.3,493.7,0.0,3.0,0.03392,0.0035500000230968,9.5,0.0,3.0,50.0,6.5,9.5,19.6,0.0,0.0,0.0,0.0,1.263,,
271,4,4816,72.39819006470766,-73.05513940680447,PSF,2.13999375025007,6.1011,0.0215,16.873,0.002,3.5261,0.0148,6.4055,0.0130,16.1226,0.0012,3.3344,0.0090,6.6960,0.0148,15.8783,0.0013,3.1515,0.0077,7.0105,0.0253,15.6159,0.0023,2.9534,0.0126,17.80083,17.177715,17.161463,16.950212,Infinity,Infinity,Infinity,Infinity,0.62311554,0.016252518,0.22750282,0.2112503,0.0,,19.5031,19.0108,737r,5000.0,0.0166666666666666,,2.174977201037056,4.658103102928933,9.71195782870401,235.9970381261785,236.2251121640202,12.37789945904614,13.601820370273778,5.030919565705086,5.456395192433436,0.6014725917711222,-1.518531199119329,0.0696314502567503,0.0573820291758241,0.6026708483695984,3.2492603953533394,0.0976359171360656,0.0162234306525362,0.0107238605898123,0.0,0.1519840128248966,0.2097130673090184,0.1565788753311172,0.8011457558762151,5.409945875077312,1.4084978453199202,319.99691256069025,320.0012764785732,0.1413685982768227,1.297020545270794,0.0,0.0,0.27,0.3462954865095246,1.2637829,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,904.0,17.2,52.5,0.0,3.0,0.08411,0.0035000001080334,24.0,0.0,3.0,50.0,8.4,24.0,87.3,0.0,0.0,0.0,0.0,1.263,,
271,3,4679,72.38381935125376,-73.06689547614671,PSF,2.13999375025007,0.6754,32.3991,17.2325,90.3445,0.1047,216.9250,*0.4967*,*19.2345*,17.586,5.5723,0.5673,175.9499,*0.3262*,*6.7987*,17.8444,0.9553,1.0087,136.9661,*0.1417*,*7.3010*,18.1235,157.3691,1.4865,95.0489,17.301964,17.63953,17.892344,18.067848,Infinity,Infinity,Infinity,Infinity,-0.33756638,-0.25281334,-0.42831802,-0.17550468,0.0,,16.8821,16.7737,739r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.263,,
271,5,5098,72.42872637703455,-73.0824035449959,PSF,2.13999375025007,117.1096,4.9389,16.6178,0.0192,8.9471,0.1361,103.2779,4.1320,16.2573,0.0158,*12.6474*,*0.1605*,90.0805,4.4389,16.1653,0.0173,*16.1779*,*0.2230*,75.7943,5.7562,16.1821,0.025,*19.9998*,*0.3073*,19.932604,19.761698,19.831886,19.830835,Infinity,Infinity,Infinity,Infinity,0.17090607,-0.07018852,-0.06913757,0.0010509491,0.027636,,18.7972,18.2361,741r,5000.0,0.0166666666666666,,14.758998134288824,34.96677907758896,58.14744313914102,141.1329778223227,141.1329778223227,68.95922014273742,74.09193564501021,32.396800827908514,37.03817414585475,0.6914115319459498,-0.8378774519719072,0.0431361573489832,0.2410324508023951,0.1076193079352378,2.977368724156589,0.3384599529231573,-0.094689777415751,0.1626794258373205,0.0900301787883673,0.1644388228898332,0.3391387821919945,0.5024977043251624,0.0581465648776595,16.016799489284406,0.7803142007481815,312.76821320874205,320.41583030597,0.0307155338316798,2.6992647027564303,2.0,0.0,0.27,0.3462954865095246,1.2635955,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1129.0,17.2,65.6,0.0,3.0,0.03455,0.0035200000274926,9.8,0.0,3.0,50.0,6.7,9.8,17.3,0.0,0.0,0.0,0.0,1.263,,
272,1,1953,124.9952836513279,21.06622908547324,SER,0.840520384980769,41.7360,0.0000,15.7042,0.0,1.3493,0.0000,41.2326,0.0000,15.2452,0.0,1.4317,0.0000,40.7523,0.0000,15.0818,0.0,1.5103,0.0000,40.2324,0.0000,14.9202,0.0,1.5954,0.0000,15.755775,15.270266,15.03308,14.928413,15.442475,15.96717,14.193098,13.533411,0.48550987,0.23718548,0.3418522,0.10466671,0.014046,,17.6064,17.2186,357r,5000.0,0.0166666666666666,,9.852577054053494,23.555107882588,43.70027713371519,689.0177652329193,682.3090540275846,57.139262006230645,87.89365343156472,25.64660972600338,38.45172041882547,0.5683759789822234,-1.91217299591698,0.1785969821324728,-0.0300998272400592,0.2481640875339508,3.234671755516048,0.1565621202017584,0.0588565554496245,0.0065306122448979,0.3044507712188572,0.0383001653405065,0.2102239428147844,0.2469387749137175,0.162776714886724,33.21556436264129,0.8489222222718897,321.0016278531304,318.7594289610481,0.6841882338066458,2.163605663339443,0.0,0.0,0.27,0.3462954865095246,1.5781106,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,9150.0,26.8,341.0,0.0,3.0,0.03307,0.0040299999527633,8.2,0.0,3.0,50.0,4.3,8.2,24.3,0.0,0.0,0.0,0.0,1.583,,
272,5,6003,125.0450651742017,21.06896860937018,DUP,0.840520384980769,69.1545,0.0001,14.5092,0.0,3.9796,0.0000,84.5402,0.0001,13.5846,0.0,5.1495,0.0000,99.2204,0.0002,13.1448,0.0,6.2656,0.0000,115.1116,0.0003,12.8784,0.0,7.4739,0.0000,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,0.017462,,19.5476,18.4295,358r,5000.0,0.0166666666666666,,9.484615026142544,30.207459651466174,52.22701959843787,1992.924208116926,1995.2680054623345,64.32471250174707,69.07990590774152,32.19778933996766,35.11642840288283,0.483521781871596,-2.377358101027064,0.0809419842761558,-0.1787662119898819,0.3280119597911834,3.704377675501533,0.0639015709986897,0.0183354167026813,0.0190511766903249,0.1038350708946255,0.003653725182286,0.1480720089114021,0.2554782708664981,0.1706558673462782,31.908400637091965,0.8943781511041972,319.831437060482,319.4849242841759,0.1816804483476607,1.7098165295027017,0.0,0.0,0.27,0.3462954865095246,1.2980756,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,19399.0,18.2,1068.6,0.0,3.0,0.05021,0.0040799998678267,12.3,0.0,3.0,50.0,4.7,12.3,30.6,0.0,0.0,0.0,0.0,1.583,,
272,2,2011,124.9981734247242,21.05448622698866,SER,0.840520384980769,7.6040,0.0000,18.0244,0.0,1.0202,0.0000,7.5837,0.0000,17.5361,0.0,1.0365,0.0000,7.5642,0.0000,17.2033,0.0,1.0519,0.0000,7.5432,0.0000,17.0477,0.0,1.0687,0.0000,18.074701,17.522003,17.247204,17.093176,17.260891,17.645157,15.742859,14.553886,0.55269814,0.27479935,0.4288273,0.15402794,0.091141,,19.8709,20.0832,359r,5000.0,0.0166666666666666,,3.878414967669765,7.32508207912896,12.750489728655536,98.99848905212356,98.9970600466317,16.39842032941086,18.15328936440489,8.547604789778667,10.065850928131962,0.4894880589377235,-1.5574616884844654,-0.4577131581385338,-0.0588939963509944,0.2971612513065338,2.5843629577359826,0.1465955229474217,0.0243356203691626,0.0100719424460431,0.002722074096303,0.1502625732053388,0.1382554264706647,0.7671769463540181,0.1886175834521632,7.24783817068883,0.9565028463342898,320.7559577081224,319.66525639201404,0.2204573621644642,2.6599649021296186,0.0,0.0,0.27,0.3462954865095246,1.5781106,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1271.0,26.8,47.4,0.0,3.0,0.03029,0.0036400000099092,8.3,0.0,3.0,50.0,4.3,8.3,28.5,0.0,0.0,0.0,0.0,1.583,,
272,6,3189,125.0557306158663,21.08787065241248,SER,0.840520384980769,12.3045,0.0000,18.1898,0.0,0.5456,0.0000,12.1496,0.0000,17.852,0.0,0.5855,0.0000,12.0017,0.0000,17.7128,0.0,0.6236,0.0000,11.8417,0.0000,17.5916,0.0,0.6648,0.0000,18.174387,17.778305,17.63978,17.510563,18.406166,19.561256,16.84014,13.212559,0.39608192,0.13852501,0.26774216,0.12921715,0.0,,19.7503,19.8824,360r,5000.0,0.0166666666666666,,6.015538561129259,10.922309396245012,17.378675263401746,72.10490409224741,72.23587583209118,22.485352754153404,25.51111427452322,10.917533149197812,12.398811506603783,0.4459540000288308,-1.5482951956083548,-0.6795591293006975,-0.1007185721610188,0.1904281377792358,2.3037107651214934,0.0330340514762301,-0.0348561211711004,0.0405405405405405,0.0,0.0555774016072879,-0.0062413349896429,0.200707317766817,0.0788382683068291,11.499316682833154,0.4427058150480474,319.2909734930524,320.0766944877315,0.2739649138713634,2.1972923356107925,0.0,0.0,0.27,0.3462954865095246,1.600242,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1286.0,27.6,46.6,0.0,3.0,0.038,0.0043399999849498,8.8,0.0,3.0,50.0,4.2,8.8,18.3,0.0,0.0,0.0,0.0,,,
272,3,2139,125.0043760513464,21.0759579754963,REX,0.840520384980769,11.0715,0.0000,18.2274,0.0,1.1684,0.0000,10.5434,0.0000,17.7573,0.0,1.2380,0.0000,10.0395,0.0000,17.5545,0.0,1.3043,0.0000,9.4940,0.0000,17.4513,0.0,1.3761,0.0000,18.325756,17.815989,17.54775,17.392115,17.810137,18.296497,15.916376,13.320474,0.50976753,0.26823807,0.4238739,0.15563583,0.0,,19.7906,19.8031,361r,5000.0,0.0166666666666666,,4.968371371390654,10.365184333053104,17.47554088162715,72.2896422501781,72.32957164007158,23.025822355589145,23.368424029871385,10.274789998499983,10.528147444515726,0.4793680006203532,-1.826448157822085,-0.3213998235585467,-0.1063019733231201,0.184843048453331,2.731082878702838,0.1299752863703497,0.0296513394605807,0.0201729106628242,0.088150322571078,0.0078353237058161,0.1813398967539452,0.145057599708666,0.0798805020633231,8.877303050347805,0.634307287733542,319.9016087563758,320.0031207494823,0.0486879968479359,0.5735634529280629,1.0,0.0,0.27,0.3462954865095246,1.2980756,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1406.0,18.2,77.5,0.0,3.0,0.03123,0.0043700002133846,7.2,0.0,3.0,50.0,4.3,7.2,14.6,0.0,0.0,0.0,0.0,1.583,,
272,4,2523,125.0217574011151,21.07568922845721,PSF,0.840520384980769,*0.0927*,*39886.8474*,16.6081,11236.3702,0.7310,756913.8064,*0.1472*,*17042.5674*,16.1154,1430.9154,0.6255,591189.7078,*0.1991*,*17124.1148*,16.084,2238.7788,0.5248,541763.9686,*0.2553*,*40806.1300*,16.0351,9833.7914,0.4157,637093.9356,16.522427,16.09044,16.053528,16.020872,17.405722,18.100313,,14.232635,0.43198586,0.036912918,0.069568634,0.032655716,0.0,,16.6002,17.0206,362r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.583,,
