GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,index
422r,239.59791669474748,6.538631465577002,5000.0,0.037,,4.818119860451969,9.698158898013922,17.912764955081563,291.3079122140243,290.17002814508226,22.68680708175407,26.134864608415096,10.379519917317875,12.21693959114833,0.5027009933380207,-1.7947664207424312,-0.2278569534022931,-0.0787985490785575,0.3665920794010162,2.851425137666368,0.0921612328277302,0.0001937667920139,0.0,0.0,0.0454995829424787,0.1572564738435857,0.4067067365476471,0.2854577076845482,11.198358181340703,1.0924735310183686,320.14021864855846,320.72076769483783,0.3671205212671247,0.4624654299519887,0.0,0.0,0.27,0.3462954865095246,1.8689086,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4974.0,37.6,132.2,0.0,3.0,0.01351,0.0010699999984353,12.6,0.0,3.0,50.0,5.0,12.6,61.3,0.0,0.0,0.0,0.0,422
1134r,18.200519153011196,-10.392876856212595,5000.0,0.1142,,2.497365640832034,6.029712894013721,12.684284240729175,91.08833565831996,91.06527898532856,17.275972216772022,20.55605163056823,6.085980014230141,8.09254477799078,0.5306379823202573,-2.069254181624572,0.1006511603511013,-0.0892947287487608,0.2904367744922638,3.528919165969156,0.0363179598953792,0.0383071807622078,0.0106951871657754,0.0108739602032971,0.0154580302343734,0.0518849740809276,0.0979618815066798,0.2499172712049207,6.168984154411031,1.4420724078216027,319.998408639495,319.9977838465903,0.4105448051986848,2.574963823502008,0.0,0.0,0.27,0.3462954865095246,1.1602936,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,970.0,14.5,66.9,0.0,3.0,0.05054,0.0044800001196563,11.3,0.0,3.0,50.0,5.0,11.3,21.8,0.0,0.0,0.0,0.0,1134
711r,150.49508965648735,0.7152518478383191,5000.0,0.0625,,3.4718411374341245,7.401823259008086,13.375290218907551,225.51346534916323,226.01464012019613,16.789231070114052,21.83528349015207,7.642061102432121,9.907932568953813,0.495433892093147,-1.8959237275661736,-0.1937270909355639,-0.1000538449594826,0.4318395555019378,2.9287168471130096,0.0260938918365919,0.0422913628022978,0.0015822784810126,0.0,0.0151521863498789,0.0153465009801612,0.2013275791495183,0.413206775958147,8.984526459120437,0.8728090019000574,319.950197382842,319.7889845105324,0.433906335580519,2.347716567367573,0.0,0.0,0.27,0.3462954865095246,1.2385813,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1706.0,16.5,103.2,0.0,3.0,0.04925,0.0032999999821186,14.9,0.0,3.0,50.0,5.0,14.9,54.9,0.0,0.0,0.0,0.0,711
1097r,316.29642694629604,-6.743681914154823,5000.0,0.0831,,3.834182832381308,8.307673993197659,14.723408150276862,176.78469421316083,176.69777363184568,17.70757303988901,17.817512095673653,9.192949283594166,9.2740571946935,0.4952439575750993,-1.8947667827888184,-0.1954690295306074,-0.1000810648082974,0.3463883697986603,2.921677665564808,0.0744300384163977,0.0303264154705266,0.0059101654846335,0.0,0.0114896934891823,0.1818378333285831,0.2954043284146916,0.1999896623342612,8.098195079305777,1.202687859523356,319.92867494602984,319.8823342868445,0.0077976928576287,0.3376743887364908,0.0,0.0,0.27,0.3462954865095246,1.1494352,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2782.0,14.2,195.4,0.0,3.0,0.0201,0.0023600000422447,8.5,0.0,3.0,50.0,4.4,8.5,30.4,0.0,0.0,0.0,0.0,1097
1058r,191.6962328825917,-2.293659150513638,5000.0,0.0843,,4.416260855660221,10.620552523506928,23.098271581989923,622.6823514950927,624.6519204823819,27.8824986278305,31.772683778249235,13.495345424278424,15.369000250366726,0.5739028143533519,-2.0656646081284147,0.3123245044820839,-0.0459635943200313,0.3850898444652557,3.592623826729336,0.0554046598611259,0.0159843530173267,0.0012360939431396,0.0,0.0069220049544866,0.159703554148729,0.2022844421372188,0.2885250231918176,12.334645059002831,2.195465663236146,319.9996856957136,319.9918998181679,0.1963907108503032,1.8502417281326755,2.0,0.0,0.27,0.3462954865095246,1.7334818,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,7389.0,32.4,228.2,0.0,3.0,0.0265,0.0042300000786781,6.3,0.0,3.0,50.0,3.8,6.3,18.0,0.0,0.0,0.0,0.0,1058
225r,210.6819678767335,-2.334763207532116,5000.0,0.0244,,7.239799946544664,17.028346196747602,30.411407521872963,168.7166376854337,174.54029312288952,38.131533472515166,52.38222145521063,17.581402311596182,23.63092687897317,0.5144398908194181,-1.8492632464728032,-0.1319831106382278,-0.0747520993484957,0.1792278736829757,3.116549775941491,0.1918835911608711,0.0216866708035339,0.0786516853932584,0.2570056996357412,0.0961372335397469,0.2794659172211304,0.3006123314888163,0.0740074441673889,21.056940589011248,0.5978100253275898,320.74787553113134,317.1137928899513,0.5807061711459771,1.5529116417822104,0.0,0.0,0.27,0.3462954865095246,1.2211854,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2772.0,16.1,172.5,0.0,3.0,0.03607,0.0046000001020729,7.8,0.0,3.0,50.0,4.0,7.8,16.0,0.0,0.0,0.0,0.0,225
564r,165.81233248916809,5.972661966260943,5000.0,0.0735,,4.062873326165603,7.427368390974721,12.428931479734633,136.78477516584053,157.2535304146324,15.051465288507169,38.98878888466285,10.149878722165647,21.0967214600339,0.5834777589224818,-1.716844549425879,0.1179881794184192,0.0120015889630597,0.2682733833789825,2.4280025591895265,0.1386817140558997,0.0016475091827597,0.0493601462522851,0.0482322407894784,0.0944865642323388,0.3521242021978452,0.6398538793896396,0.2652730878075764,7.707014552046591,0.6057208566487746,318.98264379286866,319.4518568832699,0.2572548088165952,2.190984871891534,0.0,0.0,0.27,0.3462954865095246,1.3157431,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2042.0,18.7,109.5,0.0,3.0,0.03327,0.0041800001636147,8.0,0.0,3.0,50.0,3.9,8.0,20.9,0.0,0.0,0.0,0.0,564
528r,23.362676488556733,-10.348747045372011,5000.0,0.0511,,6.318016751318721,12.346316813933704,19.20201000291665,210.111015359611,210.3174465721488,24.05862374012095,24.93099871862397,12.482235370924636,12.935403582715914,0.4338535572843291,-1.6355283908837872,-0.6790037165601062,-0.1248234246213606,0.3087399005889892,2.41382959276506,0.1299384367282931,0.0332928892359694,0.0120481927710843,0.0,0.0758419673277438,0.1870500717931752,0.1894514423910417,0.1656241957145099,12.18073201708162,0.4508235202783251,319.15647482059364,317.91599495477305,0.05012545440182,1.043397035519372,0.0,0.0,0.27,0.3462954865095246,1.2099956,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2644.0,15.8,167.6,0.0,3.0,0.04137,0.0025200000964105,16.4,0.0,3.0,50.0,5.1,16.4,51.5,0.0,0.0,0.0,0.0,528
1048r,179.52252156278897,0.5376498927108078,5000.0,0.1687,,2.4374887306799526,5.333203041841932,11.183776924928075,88.48046954705428,88.45616976966241,13.74735231911921,13.996789312746008,5.81818552924218,5.964358925378237,0.5667338131563107,-1.924720024105337,0.1791633518287367,-0.0334696083258942,0.3033011257648468,3.3082293971421706,0.0138793572104201,-0.0026859379326283,0.0029585798816568,0.0,0.0189166885100496,0.0081915404048917,0.1865034237660637,0.2373151267190097,4.784786273570632,1.9198411157795,320.1136111450244,319.9289028108164,0.0607662885733079,2.527177543625132,0.0,0.0,0.27,0.3462954865095246,1.306788,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1104.0,18.4,60.0,0.0,3.0,0.02729,0.0042599998414516,6.4,0.0,3.0,50.0,3.7,6.4,17.9,0.0,0.0,0.0,0.0,1048
755r,164.52792829426713,7.188941142627841,5000.0,0.1058,,2.892552377377874,5.808770618770863,10.343012067382276,78.0226531390251,77.80914167722145,13.056217940022384,15.28065901163952,6.012492500005129,7.173433037068503,0.4883084530195662,-1.7209250068769868,-0.3502721277873952,-0.0827832074665306,0.3346419036388397,2.7668289981421914,0.1056775463183474,0.0051295425602751,0.0,0.0,0.0955732816010213,0.1292704407221555,0.2281628741957891,0.3205507778474416,5.672361147086839,1.008943808622241,319.1605940649252,320.4151817625409,0.4148571765635926,2.5809285180162487,0.0,0.0,0.27,0.3462954865095246,1.7810221,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,841.0,34.2,24.6,0.0,3.0,0.03645,0.0035500000230968,10.3,0.0,3.0,50.0,4.3,10.3,36.5,0.0,0.0,0.0,0.0,755
293r,161.64322470278853,0.1700096178811905,5000.0,0.0403,,9.817682220508882,22.567901796645263,38.91176063812377,147.4034481095098,147.50417848182525,50.50565195499082,54.40216553225524,22.44448117776705,24.16083823164799,0.4908468788191294,-1.8318400585725965,-0.2608427892545002,-0.0956873581106528,0.1204323843121528,2.99035955515356,0.2725420520420049,0.0562358844767141,0.0610734114743985,0.0491857050951675,0.072776718883026,0.4125953496648296,0.3360271859418992,0.0333984145163898,18.610893437578905,0.8760766424861743,319.90560323504235,317.83665174927245,0.1788493056634073,1.0013806064958413,0.0,0.0,0.27,0.3462954865095246,1.3209052,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6154.0,18.8,327.4,0.0,3.0,0.01388,0.0021399999968707,6.5,0.0,3.0,50.0,4.0,6.5,11.8,0.0,0.0,0.0,0.0,293
847r,325.61288847380234,-7.405773900736767,5000.0,0.0533,,4.39900743067463,9.742201594688046,18.90600394534854,278.52039417211495,275.00358136038983,24.23527166823021,30.646138928547337,10.354573083556351,14.982246290325373,0.4985527206072909,-1.9154609977688015,-0.1647495615401304,-0.0996818852886455,0.391765296459198,3.166225243061072,0.0231706668221846,0.0225384104838676,0.0013037809647979,0.0,0.0110368595396896,-0.0038963210629958,0.2206340344195556,0.3194589404442042,13.160541345879231,1.0319693965123111,319.9002682448413,319.8510701757036,0.6153112137099926,1.6112388263675093,0.0,0.0,0.27,0.3462954865095246,1.4340216,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2590.0,22.2,116.9,0.0,3.0,0.03568,0.00412999978289,8.6,0.0,3.0,50.0,4.1,8.6,34.5,0.0,0.0,0.0,0.0,847
839r,1.7517794848099923,0.4208203893923892,5000.0,0.0936,,3.523326983268749,7.101292987202649,12.026392709224922,124.31691643113476,124.26531242096722,14.937701070694706,16.843621541512462,7.410093145812596,8.269549908760647,0.4779828349506259,-1.7688372514372952,-0.3681807517483562,-0.0996653713486644,0.35540971159935,2.665912156541725,0.1172913753806599,0.0025690007593343,0.0,0.0,0.0349410891985272,0.1704351521529842,0.2402966625478542,0.2439862578545258,7.616722570348743,0.8977401223606908,319.8108476353895,320.3272585654141,0.2659319981656226,1.9256193475797496,0.0,0.0,0.27,0.3462954865095246,1.1657506,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1650.0,14.6,112.7,0.0,3.0,0.02377,0.002199999988079,10.8,0.0,3.0,50.0,4.4,10.8,45.5,0.0,0.0,0.0,0.0,839
309r,39.85595800287194,-7.539573968656946,5000.0,0.0459,,12.194147814393366,27.585596685854537,41.66237486346083,112.18570757997983,112.32259511715584,52.21930823606644,60.41436225667045,27.52273266304987,31.16882756948109,0.4555585103488394,-1.6004597403835217,-0.5958667736874643,-0.0984609786679585,0.1024124398827552,2.667962835516372,0.2299143191760621,0.0378280880161539,0.0475910693301997,0.0844190463929166,0.0807187754972742,0.2733711867639304,0.2005497676829973,0.0162201192736216,25.725724631119427,0.5231009146375062,317.5933367067891,325.0470974055944,0.2549814934831108,2.157410632440837,0.0,0.0,0.27,0.3462954865095246,1.3464181,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6415.0,19.5,328.5,0.0,3.0,0.01138,0.0019399999873712,5.9,0.0,3.0,50.0,4.0,5.9,9.6,0.0,0.0,0.0,0.0,309
810r,42.54239016478642,-8.357134909433107,5000.0,0.0835,,3.9347390511450486,8.05707139335993,14.057172171758332,123.51198330225878,123.48214534655052,17.577498728866107,17.89824283475138,8.678473431459755,8.829399566664224,0.4848167797020807,-1.8191249232766455,-0.2995033686439852,-0.0998897524303938,0.2986967861652374,2.764910142568626,0.044104459950454,0.0303550433941823,0.0,0.0,0.0295510432408046,0.1781553993223743,0.3716122886683469,0.1752518206453593,7.542294156466341,0.9813051595425132,319.82322015844534,320.548927555718,0.0060432403041541,0.215659788197483,0.0,0.0,0.27,0.3462954865095246,1.3101085,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2172.0,18.5,117.5,0.0,3.0,0.01822,0.0019600000232458,9.3,0.0,3.0,50.0,4.1,9.3,38.4,0.0,0.0,0.0,0.0,810
781r,311.7939336407628,-0.6865474742167329,5000.0,0.0984,,2.868466921505533,6.217980225983466,12.420807720589782,78.21492427744792,79.88784011998979,15.271253670747496,23.893094908340085,7.263638256538065,11.405516082971536,0.5400714574580274,-1.940692914557982,0.0582539042059169,-0.0620855722401123,0.2800988554954529,3.182499963531077,0.0284228430227367,-0.0005059959939965,0.0072463768115942,0.0,0.0063706180140381,0.0629895361751182,0.2923157666341043,0.2119846421373882,8.619436494536389,1.6777849104349798,319.9987232539087,320.0042504436878,0.6933746770162952,1.438488297401818,0.0,0.0,0.27,0.3462954865095246,1.5593156,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1485.0,26.2,56.7,0.0,3.0,0.01823,0.0024000001139938,7.6,0.0,3.0,50.0,3.9,7.6,24.6,0.0,0.0,0.0,0.0,781
466r,27.86403773411056,-8.962128125175553,5000.0,0.052,,5.829519501764485,11.230449095616107,20.08291542067287,232.5777111148019,233.59458750510788,25.13728575461892,30.39268307084629,12.497565044841169,15.36997260942344,0.5189003431441039,-1.6702236050759949,-0.2339783431190216,-0.0454497413929003,0.2965277731418609,2.685969998626616,0.175285743477418,0.0413192606457203,0.0104555638536221,0.0077769720763091,0.0633533254781117,0.3586814469839466,0.3906929062957199,0.1541440838355032,12.052842597125002,0.8182906442277726,319.03014531173847,321.08097089540945,0.1330509252749458,3.139848579957743,1.0,0.0,0.27,0.3462954865095246,1.1421345,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4269.0,14.1,303.8,0.0,3.0,0.01837,0.0019700000993907,9.3,0.0,3.0,50.0,4.2,9.3,35.8,0.0,0.0,0.0,0.0,466
317r,353.6946755588805,-8.68250592312917,5000.0,0.0531,,7.503633181295419,15.200960350819566,27.003224932938416,92.10556386710222,92.62591452645243,33.64151870608048,46.015668931726445,15.172802488971625,22.361339650895165,0.4595365785217699,-1.7546972995925372,-0.4692887076996106,-0.1159617119068105,0.1645438820123672,2.7807201942486968,0.004207956255552,0.0070585720450651,0.0156862745098039,0.1774555958668197,0.0122202755435534,0.0390455588450542,0.1627922511743966,0.0578883595258656,19.27227750173865,0.5004882861408123,319.7550281767328,319.896424938413,0.6207417336041801,1.2100834365855395,1.0,0.0,0.27,0.3462954865095246,1.3072236,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1890.0,18.4,102.7,0.0,3.0,0.03206,0.0051500000990927,6.2,0.0,3.0,50.0,4.0,6.2,11.8,0.0,0.0,0.0,0.0,317
127r,236.75406869281628,8.267448427232807,5000.0,0.0337,,6.24895262627902,10.527816203938364,16.2121779103259,128.6162688246301,128.6360845851387,20.300028728983857,26.661230455884542,10.634088112204743,14.051216905504832,0.4198471867045763,-1.0571707439280325,-1.1491371002702206,-0.0582980185684659,0.3049468398094177,2.070170643609792,0.2372098936363619,0.0189092038202229,0.1761363636363636,0.3126550665364783,0.3893302606516899,0.0573055193363226,0.2303693412604548,0.1682414159107958,13.7066742839022,0.3372688609366594,316.51291537592203,313.1995642601976,0.5456770770745343,0.9510866345581126,0.0,0.0,0.27,0.3462954865095246,1.3816555,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1415.0,20.6,68.8,0.0,3.0,0.05206,0.0041899997740983,12.4,0.0,3.0,50.0,4.9,12.4,37.5,0.0,0.0,0.0,0.0,127
981r,5.820591803365704,-9.131358867017264,5000.0,0.1068,,3.1164006542242637,7.139732144391325,14.22077216432284,150.36490882006586,150.35036929185662,17.950022569797632,22.7628636972434,7.432912911806399,10.240425156306967,0.5114216519643351,-2.010631966125483,-0.0350948702515818,-0.1001704078467504,0.352873295545578,3.296349458276569,0.0304695184057304,0.0469875954541917,0.0013297872340425,0.0,0.0228697042221806,0.0612816668151416,0.223948000777236,0.3072692811213277,8.410439612086344,1.161771492996844,319.822157829114,320.2455730998435,0.5087470694130714,2.516989652180155,0.0,0.0,0.27,0.3462954865095246,1.5056483,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1427.0,24.4,58.4,0.0,3.0,0.04323,0.0040899999439716,10.6,0.0,3.0,50.0,4.3,10.6,31.3,0.0,0.0,0.0,0.0,981
537r,27.049543064268857,-10.128422282900097,5000.0,0.0511,,2.47344494443155,5.422001908134763,10.851499254687557,156.49545909900505,156.23976463840552,13.62339002176389,15.361614233972908,5.687255676496752,6.6289441670679,0.5441616079039564,-1.906585352312456,0.0548636082771167,-0.0532953721465146,0.4338560104370117,3.2109374846149,0.0220962732344177,-0.0012849688674156,0.0,0.0,0.0043910178982823,0.0241826212263161,0.1290161284097209,0.4732055672713682,5.60177656669816,1.486203331903898,319.9895616606219,319.99677466503886,0.3082810744002177,0.0860972795119605,0.0,0.0,0.27,0.3462954865095246,1.3431785,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1561.0,19.4,80.3,0.0,3.0,0.02839,0.0022599999792873,12.5,0.0,3.0,50.0,4.9,12.5,45.9,0.0,0.0,0.0,0.0,537
224r,147.06977842172412,12.44658119936004,5000.0,0.029,,8.836360209876924,17.492382762574376,28.2025482761852,97.31215546244506,96.06311155399852,38.36792560701511,49.49045110658909,17.343699216473535,23.23403602060849,0.4628633452909814,-1.5563272014858638,-0.5902916901799382,-0.0850947691684635,0.1463559418916702,2.520074699735245,0.1501610149808284,0.0876335015614701,0.0264586160108548,0.322955376274698,0.0162767851145257,0.1839099666191508,0.1898423426508038,0.0502781186138403,18.12123856932407,0.4611862405169843,321.78432469855454,321.75164526036355,0.5247802299263462,0.5518744834230879,0.0,0.0,0.27,0.3462954865095246,1.3593496,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1980.0,19.9,99.5,0.0,3.0,0.03132,0.0058499998413026,5.4,0.0,3.0,50.0,3.6,5.4,9.2,0.0,0.0,0.0,0.0,224
527r,329.74143102484027,-7.167116593611863,5000.0,0.0576,,5.164902957707372,11.353637398929498,18.7613679527614,111.74504750454447,119.91892661058765,23.123779698470617,40.01349814219063,15.103410262060269,23.352911820070407,0.6589284204805853,-1.9459467650304227,0.6502367895449801,0.0548525359365506,0.1848998367786407,2.801011674834517,0.1811691397868344,0.0270525832909123,0.0,0.0,0.0545430930794095,0.2485167014077308,1.223394488549461,0.1690445323168117,10.93849830964825,0.834579753906755,319.90349544256355,318.7819385076247,0.4070474567527397,1.9444315139239132,2.0,0.0,0.27,0.3462954865095246,1.2792789,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5447.0,17.6,308.9,0.0,3.0,0.0059,0.0006799999973736,8.6,0.0,3.0,50.0,4.5,8.6,27.6,0.0,0.0,0.0,0.0,527
378r,162.20419610142932,-0.9873188352505226,5000.0,0.0261,,10.98524817043086,26.05168903968886,53.132963703160186,472.3227184240474,471.7324632137878,72.04225370842948,74.02919791902127,25.9988639103659,26.61987365605811,0.5732055839878174,-2.043575319302762,0.2935653370165108,-0.0435834412351446,0.1403765976428985,3.4227708423675285,0.0501274515455168,-0.0199436715177137,0.0447323769859632,0.024940443693732,0.0425655280571491,0.0723369388888952,0.2853285073764169,0.069009041749719,21.4078905269716,1.1417375745613647,319.9276050254804,320.526676659534,0.040089261070481,1.0535706472268804,1.0,0.0,0.27,0.3462954865095246,1.4146355,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,11401.0,21.6,528.8,0.0,3.0,0.01954,0.0033599999733269,5.8,0.0,3.0,50.0,3.6,5.8,12.3,0.0,0.0,0.0,0.0,378
733r,352.3262082913868,-10.853190354891488,5000.0,0.0662,,4.701167259388681,9.133301059247502,13.875882237202212,299.42171716367136,302.8327417390916,17.420479845490412,20.11984339500767,9.530282832788734,10.929300990161943,0.4218535458394396,-1.6976504854260126,-0.6953531616945474,-0.1453384070931705,0.4888560771942138,2.350274512382988,0.217962264808013,0.0188671513679762,0.0859375,0.2249494184995089,0.0193802310901854,0.327286432252961,0.453999149969183,0.4312534676129281,9.855380135614404,0.4381274072521419,320.4204178133143,320.03782809125835,0.2787161429098975,0.687948802694856,0.0,0.0,0.27,0.3462954865095246,1.3384554,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1754.0,19.3,90.9,0.0,3.0,0.06967,0.005719999782741,12.2,0.0,3.0,50.0,4.4,12.2,55.4,0.0,0.0,0.0,0.0,733
220r,137.01009660984846,7.108336909943392,5000.0,0.0452,,7.053631719444314,15.08151092983819,27.987511533277427,92.14568677035908,91.50992235268576,35.30174387849615,44.99183660927152,14.895614575452734,18.14954701205758,0.5341268022599321,-1.893407089531562,-0.0039412157679636,-0.0613980512075543,0.1321205496788025,2.992757523942794,0.034221639028577,0.1307216551849826,0.0323024054982817,0.0139143002472968,0.0258507365985462,0.0536262067467756,0.3772997458019632,0.0511380148187709,12.907808459388017,0.8953106103577152,319.83202310088194,320.5974392472432,0.3515603720497066,2.4879320212915785,0.0,0.0,0.27,0.3462954865095246,1.6358191,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2007.0,28.8,69.6,0.0,3.0,0.02476,0.0040500001050531,6.1,0.0,3.0,50.0,3.8,6.1,11.9,0.0,0.0,0.0,0.0,220
236r,189.83690225884123,1.1023997960504128,5000.0,0.0256,,8.11969167248975,17.7375560524562,30.58102113448091,176.80537520566966,176.93277035240158,39.21220194825689,41.66144567544689,17.928935191045188,18.945478763371465,0.5701243106092597,-1.7910352670498335,0.1033027775813701,-0.0115308346167598,0.1690793335437774,2.879562223621371,0.1890121415904371,0.0460079159372389,0.0096978739276389,0.1393695063768509,0.0782190810968605,0.2646950419035325,0.2280319747614732,0.0765497232734791,15.866070729600471,0.7284759597408197,321.0607390785833,320.44178735310635,0.1107737721232209,0.2254645525139952,0.0,0.0,0.27,0.3462954865095246,1.0534444,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,6084.0,12.0,508.9,0.0,3.0,0.01266,0.0009299999801442,13.7,0.0,3.0,50.0,5.3,13.7,42.6,0.0,0.0,0.0,0.0,236
